customer_id,age_group,home_location,credit_score,account_age_years,account_type,avg_monthly_income,mobile_banking_user,primary_device,primary_os,primary_browser,avg_transaction_amount,transaction_frequency,employment_status,preferred_transaction_types,international_activity,risk_score
GIME000030,18-25,Pokhara,587,4,Savings,66992.04194042049,True,Desktop,macOS,Edge,25523.595875802515,14,Retired,"['QR Payment', 'Insurance Premium Payment', 'Branch Deposit', 'Wallet Load - eSewa']",True,24
GIME000031,36-45,Bhaktapur,837,13,Current,88967.1165204092,False,,,,24391.509689468872,11,Student,"['QR Payment', 'Interest Credit', 'Water Bill Payment']",True,14
GIME000032,36-45,Gorkha,686,4,Savings,23159.853918932877,True,Android Tablet,Android,Chrome,4539.675993897803,13,Employed,"['Airline Ticket Payment', 'Mobile Banking Bill Payment', 'Wallet Load - IME Pay', 'Mobile Banking Transfer']",False,28
GIME000033,56-65,Kathmandu,682,6,Premium,295615.8819919985,True,Desktop,Windows,Firefox,82988.9198967005,22,Employed,"['School Fee Payment', 'Hotel Booking Payment', 'Outward Remittance', 'Branch Deposit', 'ATM Withdrawal', 'Wallet Load - Khalti']",True,26
GIME000034,56-65,Solukhumbu,674,8,Current,150258.7974900466,True,Android Tablet,Android,Chrome,49352.9812883306,9,Employed,"['Branch Withdrawal', 'Loan Payment', 'Branch Deposit']",True,32
GIME000035,46-55,Kathmandu,705,10,Savings,21038.313170053516,True,Android Tablet,Android,Chrome,8082.384983272141,5,Unemployed,"['Branch Withdrawal', 'ATM Withdrawal', 'POS Transaction']",False,23
GIME000036,18-25,Ilam,786,1,Fixed Deposit,81400.64561085345,True,Laptop,Linux,Edge,8417.322765316605,10,Employed,"['POS Transaction', 'QR Payment', 'Wallet Load - IME Pay']",True,39
GIME000037,18-25,Itahari,701,13,Premium,127719.50137639587,True,Android Phone,Android,Samsung Internet,29490.528591272898,9,Self-employed,"['Airline Ticket Payment', 'Wallet Load - eSewa', 'Branch Withdrawal', 'Water Bill Payment']",False,20
GIME000038,26-35,Kathmandu,688,10,Savings,28673.57043520063,True,Android Phone,Android,Chrome,8852.236755159738,30,Employed,"['Hotel Booking Payment', 'Inward Remittance', 'Branch Withdrawal']",False,12
GIME000039,56-65,Kathmandu,638,10,Current,74808.34473457672,True,iPhone,iOS,Safari,12629.026838556605,10,Employed,"['Electricity Bill Payment', 'Inward Remittance', 'Outward Remittance', 'Mobile Recharge', 'Water Bill Payment']",True,16
GIME000040,36-45,Kathmandu,572,4,Current,51981.669729170986,True,Desktop,Windows,Samsung Internet,6386.473862585447,14,Employed,"['School Fee Payment', 'Insurance Premium Payment', 'Mobile Recharge', 'QR Payment', 'Mobile Banking Transfer', 'Loan Payment', 'Branch Withdrawal', 'Wallet Load - eSewa']",True,36
GIME000041,56-65,Kathmandu,664,11,Savings,77991.93295705467,True,iPhone,iOS,Brave,11318.584521671955,11,Employed,"['Wallet Load - Khalti', 'Cable TV Payment', 'QR Payment', 'Water Bill Payment', 'School Fee Payment']",True,33
GIME000042,46-55,Jhapa,641,1,Savings,31974.12362670664,True,Laptop,Windows,Edge,12786.941305906945,15,Self-employed,"['School Fee Payment', 'Cheque Deposit', 'Cheque Payment', 'POS Transaction', 'Mobile Banking Transfer', 'Branch Deposit', 'Interest Credit', 'Wallet Load - eSewa']",False,30
GIME000043,56-65,Kaski,618,1,Savings,52405.912634237975,True,Laptop,Windows,Chrome,17141.960378867334,18,Employed,"['Wallet Load - eSewa', 'Loan Payment', 'Branch Deposit']",True,5
GIME000044,46-55,Pokhara,623,4,Savings,100785.15582421786,True,Desktop,Windows,Samsung Internet,31366.75232458962,11,Employed,"['Outward Remittance', 'Mobile Recharge', 'Electricity Bill Payment', 'Inward Remittance']",False,16
GIME000045,26-35,Hetauda,531,1,Fixed Deposit,54002.688383468456,True,Android Tablet,Android,Samsung Internet,15478.57510431865,1,Student,"['Internet Bill Payment', 'Mobile Banking Bill Payment', 'QR Payment', 'Cheque Payment', 'Hotel Booking Payment', 'Interest Credit']",True,39
GIME000046,26-35,Biratnagar,729,6,Savings,58062.386541711545,True,iPad,iOS,Firefox,9989.26697731054,17,Employed,"['Cheque Payment', 'Internet Bill Payment', 'Wallet Load - IME Pay', 'Loan Payment']",False,10
GIME000047,26-35,Kaski,850,5,Savings,39394.84763255119,True,Desktop,macOS,Edge,10424.451563217344,9,Employed,"['Mobile Banking Transfer', 'Wallet Load - eSewa', 'QR Payment', 'Wallet Load - Khalti', 'Branch Deposit', 'Mobile Banking Bill Payment', 'Cable TV Payment']",False,27
GIME000048,18-25,Lalitpur,621,4,Savings,44527.80512992063,True,Laptop,Linux,Samsung Internet,6549.742012712019,16,Employed,"['Mobile Banking Bill Payment', 'School Fee Payment', 'Cable TV Payment', 'Electricity Bill Payment']",False,20
GIME000049,56-65,Pokhara,669,13,Current,112006.56911221113,True,Laptop,Linux,Brave,12224.581295567064,9,Student,"['Interest Credit', 'Branch Deposit', 'Hotel Booking Payment', 'Cheque Deposit', 'Loan Payment']",True,18
GIME000050,18-25,Gorkha,484,8,Current,61268.91787305655,False,,,,7766.527594239689,4,Employed,"['Wallet Load - IME Pay', 'Hotel Booking Payment', 'Mobile Banking Transfer', 'Loan Payment']",False,42
GIME000051,36-45,Lalitpur,620,15,Savings,58031.21136251997,True,Android Phone,Android,Opera,8024.2129914190955,26,Employed,"['Inward Remittance', 'Loan Payment', 'Water Bill Payment', 'Internet Bill Payment', 'Wallet Load - IME Pay', 'Wallet Load - eSewa']",False,33
GIME000052,36-45,Lalitpur,519,7,Savings,52547.30957074312,True,Laptop,Windows,Samsung Internet,11014.286329232777,23,Employed,"['Water Bill Payment', 'Electricity Bill Payment', 'Insurance Premium Payment', 'Cable TV Payment', 'School Fee Payment', 'Interest Credit']",True,29
GIME000053,46-55,Kathmandu,729,7,Savings,49824.188873932886,True,Laptop,Linux,Samsung Internet,18874.0403325506,18,Employed,"['Mobile Recharge', 'Internet Bill Payment', 'QR Payment', 'Loan Payment', 'Cable TV Payment', 'POS Transaction']",False,3
GIME000054,46-55,Kathmandu,704,3,Savings,15000.0,False,,,,2590.8437958678614,16,Employed,"['Mobile Recharge', 'Mobile Banking Transfer', 'Wallet Load - eSewa', 'Internet Bill Payment', 'Wallet Load - IME Pay', 'Branch Withdrawal', 'Inward Remittance']",True,20
GIME000055,36-45,Kathmandu,850,1,Savings,32791.73269432095,True,iPhone,iOS,Opera,5263.700688542557,12,Self-employed,"['Loan Payment', 'Mobile Recharge', 'Hotel Booking Payment', 'Cheque Deposit', 'POS Transaction']",True,63
GIME000056,46-55,Kathmandu,589,8,Savings,62876.052034086366,False,,,,23885.443938875655,19,Self-employed,"['Internet Bill Payment', 'Mobile Banking Bill Payment', 'Outward Remittance', 'Hotel Booking Payment']",True,28
GIME000057,18-25,Jhapa,703,9,Current,86727.02875266108,False,,,,14804.956326589347,18,Employed,"['Inward Remittance', 'Loan Payment', 'Interest Credit', 'Electricity Bill Payment', 'Cable TV Payment', 'Hotel Booking Payment', 'QR Payment']",False,17
GIME000058,36-45,Tulsipur,710,14,Current,88048.79829469154,False,,,,25290.2971231908,1,Employed,"['Mobile Recharge', 'Inward Remittance', 'Wallet Load - eSewa', 'School Fee Payment', 'POS Transaction', 'Loan Payment', 'Hotel Booking Payment']",False,35
GIME000059,26-35,Bhaktapur,575,7,Savings,15000.0,True,iPad,iOS,Brave,4787.471115641857,25,Self-employed,"['Wallet Load - Khalti', 'Electricity Bill Payment', 'Hotel Booking Payment', 'Inward Remittance', 'Airline Ticket Payment', 'Wallet Load - IME Pay', 'Branch Withdrawal']",False,37
GIME000060,36-45,Darchula,646,10,Current,130296.8488314898,True,Android Phone,Android,Samsung Internet,21025.139663799022,14,Self-employed,"['School Fee Payment', 'Electricity Bill Payment', 'Hotel Booking Payment']",False,38
GIME000061,18-25,Dharan,572,1,Current,195233.26411380275,True,Desktop,Linux,Opera,61825.644343967055,16,Self-employed,"['Insurance Premium Payment', 'Inward Remittance', 'Electricity Bill Payment', 'POS Transaction', 'ATM Withdrawal']",False,43
GIME000062,36-45,Pokhara,750,2,Fixed Deposit,39741.712500571695,False,,,,10929.667944893477,8,Retired,"['Wallet Load - IME Pay', 'Inward Remittance', 'QR Payment', 'School Fee Payment', 'POS Transaction', 'Cheque Deposit', 'Mobile Recharge', 'Outward Remittance']",False,1
GIME000063,26-35,Hetauda,850,7,Savings,85643.27237072158,True,Desktop,Linux,Safari,28379.953786186426,19,Employed,"['School Fee Payment', 'Water Bill Payment', 'Electricity Bill Payment', 'Wallet Load - Khalti', 'Mobile Banking Transfer', 'Mobile Banking Bill Payment', 'Loan Payment', 'ATM Withdrawal']",False,13
GIME000064,26-35,Jhapa,600,2,Savings,28012.883503358225,True,Desktop,Linux,Chrome,9055.861988686114,19,Employed,"['Hotel Booking Payment', 'Cheque Payment', 'Branch Withdrawal', 'Electricity Bill Payment', 'Airline Ticket Payment', 'ATM Withdrawal']",False,13
GIME000065,18-25,Bhaktapur,494,1,Fixed Deposit,41130.40215029422,True,iPad,iOS,Firefox,7175.936239511016,15,Employed,"['Mobile Banking Transfer', 'Wallet Load - eSewa', 'Hotel Booking Payment', 'Water Bill Payment', 'Wallet Load - IME Pay', 'POS Transaction', 'Insurance Premium Payment', 'Mobile Banking Bill Payment']",False,60
GIME000066,26-35,Kathmandu,580,7,Premium,125764.92142414639,False,,,,29893.906346167078,22,Employed,"['Insurance Premium Payment', 'Wallet Load - Khalti', 'Inward Remittance']",False,21
GIME000067,26-35,Pokhara,562,1,Savings,38656.7366412921,True,Laptop,Windows,Chrome,4289.540929428361,22,Employed,"['Interest Credit', 'Insurance Premium Payment', 'Cheque Deposit', 'Loan Payment', 'POS Transaction']",False,22
GIME000068,46-55,Biratnagar,660,1,Savings,71830.13703844923,False,,,,19242.726210878653,12,Student,"['Wallet Load - IME Pay', 'Loan Payment', 'ATM Withdrawal', 'Insurance Premium Payment', 'Internet Bill Payment', 'Water Bill Payment']",False,26
GIME000069,56-65,Lalitpur,733,1,Savings,68713.56786294922,True,Android Phone,Android,Chrome,11447.106550094504,23,Employed,"['ATM Withdrawal', 'Cheque Payment', 'Water Bill Payment', 'Internet Bill Payment', 'Insurance Premium Payment', 'QR Payment', 'School Fee Payment']",True,40
GIME000070,26-35,Itahari,636,5,Savings,45415.67896892816,True,Laptop,macOS,Firefox,17657.379620236512,3,Employed,"['QR Payment', 'Wallet Load - Khalti', 'Loan Payment', 'Water Bill Payment', 'Airline Ticket Payment', 'Outward Remittance', 'Electricity Bill Payment']",True,20
GIME000071,36-45,Gorkha,683,10,Current,106817.84227403704,True,iPad,iOS,Safari,37122.639663520895,20,Employed,"['Insurance Premium Payment', 'Hotel Booking Payment', 'Mobile Banking Bill Payment', 'Electricity Bill Payment', 'Loan Payment', 'Airline Ticket Payment', 'Branch Withdrawal']",False,31
GIME000072,26-35,Kaski,582,5,Savings,55149.46469165316,True,iPad,iOS,Samsung Internet,13308.648734403854,14,Employed,"['Airline Ticket Payment', 'ATM Withdrawal', 'Mobile Banking Transfer', 'Cable TV Payment', 'School Fee Payment', 'Interest Credit', 'Hotel Booking Payment']",False,6
GIME000073,46-55,Bharatpur,514,5,Current,68665.15760800365,True,Desktop,Windows,Safari,12475.92340878034,13,Employed,"['Water Bill Payment', 'ATM Withdrawal', 'Interest Credit', 'Internet Bill Payment', 'Hotel Booking Payment', 'Loan Payment', 'Mobile Banking Transfer']",False,3
GIME000074,36-45,Itahari,705,5,Savings,60538.74825263581,True,Desktop,Linux,Chrome,10893.918569067106,8,Employed,"['Loan Payment', 'Wallet Load - IME Pay', 'Insurance Premium Payment', 'Wallet Load - Khalti', 'Cheque Deposit', 'Branch Deposit']",True,38
GIME000075,36-45,Butwal,617,11,Current,44356.425875220826,True,Laptop,Linux,Chrome,5537.438480438452,8,Employed,"['Inward Remittance', 'Mobile Banking Transfer', 'QR Payment', 'Cheque Payment', 'Hotel Booking Payment', 'Wallet Load - Khalti', 'Insurance Premium Payment']",True,23
GIME000076,26-35,Lalitpur,509,3,Savings,71072.8359321568,True,iPhone,iOS,Brave,21257.98114783252,15,Employed,"['Electricity Bill Payment', 'Insurance Premium Payment', 'Mobile Recharge', 'Interest Credit', 'Airline Ticket Payment']",True,31
GIME000077,18-25,Pokhara,592,7,Savings,16208.855478434598,False,,,,5369.566896966727,21,Employed,"['Internet Bill Payment', 'QR Payment', 'ATM Withdrawal', 'Mobile Banking Transfer', 'Branch Deposit', 'Mobile Banking Bill Payment']",False,21
GIME000078,36-45,Bharatpur,616,1,Current,87988.55919450046,True,Desktop,Linux,Samsung Internet,8937.538697016531,12,Self-employed,"['QR Payment', 'Cheque Payment', 'Mobile Banking Bill Payment', 'Mobile Banking Transfer', 'Water Bill Payment', 'Electricity Bill Payment', 'Inward Remittance', 'Wallet Load - Khalti']",True,33
GIME000079,65+,Jhapa,671,14,Savings,75690.66067867789,True,Desktop,macOS,Samsung Internet,29835.217823409952,19,Student,"['Branch Withdrawal', 'Electricity Bill Payment', 'Insurance Premium Payment']",False,33
GIME000080,18-25,Tulsipur,752,7,Premium,173279.66569883158,True,iPhone,iOS,Edge,41927.27388981458,9,Self-employed,"['Cheque Deposit', 'Loan Payment', 'Outward Remittance', 'Wallet Load - eSewa']",False,16
GIME000081,26-35,Kathmandu,785,5,Current,97993.71026568199,True,iPad,iOS,Safari,28747.826346810976,10,Self-employed,"['Wallet Load - eSewa', 'Branch Withdrawal', 'Mobile Banking Transfer', 'School Fee Payment', 'Inward Remittance']",False,29
GIME000082,36-45,Kaski,448,1,Savings,75963.55415669392,True,Android Phone,Android,Opera,25616.198002228502,22,Student,"['Electricity Bill Payment', 'QR Payment', 'Branch Withdrawal', 'Cheque Payment', 'Water Bill Payment', 'Wallet Load - eSewa', 'School Fee Payment', 'Cheque Deposit']",False,35
GIME000083,36-45,Pokhara,721,7,Current,84481.34649698883,True,Desktop,Windows,Opera,33389.14361271424,24,Self-employed,"['Cable TV Payment', 'Branch Deposit', 'Hotel Booking Payment']",False,3
GIME000084,46-55,Pokhara,474,5,Savings,33904.2616667935,True,Android Tablet,Android,Safari,5766.515662375541,14,Employed,"['Mobile Recharge', 'Mobile Banking Transfer', 'Hotel Booking Payment', 'ATM Withdrawal', 'Wallet Load - eSewa', 'Outward Remittance', 'Cable TV Payment', 'Insurance Premium Payment']",False,42
GIME000085,36-45,Kathmandu,633,3,Current,98516.08871042701,True,Desktop,macOS,Chrome,31821.272664043092,19,Employed,"['POS Transaction', 'Cheque Payment', 'Internet Bill Payment', 'Cheque Deposit', 'Branch Deposit', 'ATM Withdrawal', 'Insurance Premium Payment', 'Hotel Booking Payment']",False,31
GIME000086,26-35,Jhapa,616,5,Premium,194797.51216001817,True,Laptop,Windows,Edge,56283.502999888064,15,Employed,"['Water Bill Payment', 'QR Payment', 'Internet Bill Payment', 'Insurance Premium Payment', 'Interest Credit']",False,5
GIME000087,36-45,Pokhara,466,19,Premium,195644.55783188052,True,Desktop,Windows,Brave,21610.809440493354,21,Student,"['Mobile Recharge', 'Mobile Banking Transfer', 'ATM Withdrawal', 'Interest Credit', 'Wallet Load - IME Pay', 'Outward Remittance']",True,48
GIME000088,26-35,Pokhara,762,4,Current,99071.48056204196,True,iPhone,iOS,Chrome,19687.02984065056,15,Employed,"['Internet Bill Payment', 'Cheque Deposit', 'Outward Remittance', 'Branch Deposit', 'Mobile Banking Transfer']",False,22
GIME000089,26-35,Kathmandu,626,7,Savings,68149.89536834511,True,iPad,iOS,Safari,17932.53224189523,15,Student,"['Loan Payment', 'Hotel Booking Payment', 'ATM Withdrawal', 'Branch Deposit']",False,21
GIME000090,56-65,Pokhara,823,5,Savings,44627.27883225394,True,Desktop,Windows,Edge,13568.577443184791,24,Employed,"['Outward Remittance', 'ATM Withdrawal', 'Insurance Premium Payment', 'Mobile Banking Transfer', 'QR Payment', 'School Fee Payment', 'Water Bill Payment', 'Airline Ticket Payment']",False,26
GIME000091,56-65,Kaski,612,3,Current,111060.19926618703,True,Laptop,Windows,Edge,19725.013193162788,12,Employed,"['Cable TV Payment', 'ATM Withdrawal', 'Branch Deposit', 'POS Transaction', 'Interest Credit', 'Hotel Booking Payment', 'Outward Remittance']",False,17
GIME000092,36-45,Kathmandu,590,6,Savings,53794.417671161165,True,iPhone,iOS,Chrome,20920.51998798988,23,Retired,"['School Fee Payment', 'Internet Bill Payment', 'Water Bill Payment', 'Wallet Load - eSewa', 'Loan Payment']",True,15
GIME000093,18-25,Nawalparasi,605,7,Savings,42740.85442062585,True,iPhone,iOS,Samsung Internet,8709.086657198795,16,Employed,"['Interest Credit', 'Outward Remittance', 'Wallet Load - IME Pay', 'Electricity Bill Payment', 'Inward Remittance', 'ATM Withdrawal', 'Internet Bill Payment']",False,14
GIME000094,46-55,Kathmandu,687,13,Current,98027.49216781037,False,,,,22915.966433866684,4,Employed,"['Cheque Deposit', 'School Fee Payment', 'Wallet Load - eSewa', 'Electricity Bill Payment', 'Loan Payment', 'Water Bill Payment', 'Cable TV Payment']",True,8
GIME000095,46-55,Bharatpur,762,12,Savings,63004.02355917322,True,Desktop,Linux,Opera,13815.416400790278,14,Employed,"['Wallet Load - Khalti', 'Internet Bill Payment', 'Mobile Banking Bill Payment', 'Outward Remittance', 'Branch Deposit', 'School Fee Payment', 'Interest Credit']",False,19
GIME000096,56-65,Kathmandu,674,1,Current,143312.93812219778,True,iPad,iOS,Opera,22307.755837834848,17,Self-employed,"['Mobile Banking Transfer', 'Branch Withdrawal', 'School Fee Payment']",False,34
GIME000097,46-55,Ilam,555,8,Savings,53930.4233940294,True,Laptop,Linux,Chrome,5412.972357026041,19,Employed,"['Mobile Banking Bill Payment', 'Internet Bill Payment', 'ATM Withdrawal', 'Wallet Load - eSewa']",False,5
GIME000098,36-45,Kathmandu,710,8,Savings,30092.89272151966,True,iPhone,iOS,Firefox,11895.883663127714,14,Self-employed,"['Branch Withdrawal', 'Cheque Payment', 'Inward Remittance']",True,18
GIME000099,26-35,Solukhumbu,740,12,Current,128195.44310589063,True,Android Phone,Android,Chrome,16772.79966314623,20,Employed,"['School Fee Payment', 'QR Payment', 'Water Bill Payment', 'Wallet Load - eSewa', 'Branch Deposit', 'Hotel Booking Payment', 'Outward Remittance']",False,19
GIME000100,26-35,Lalitpur,611,7,Current,76585.77981023969,True,Laptop,Windows,Edge,9463.97662530416,7,Employed,"['School Fee Payment', 'Branch Withdrawal', 'Hotel Booking Payment', 'Interest Credit', 'Loan Payment', 'Cheque Deposit']",True,27
GIME000101,36-45,Jhapa,600,5,Savings,77987.10873172004,False,,,,8537.704506451966,21,Retired,"['Interest Credit', 'Electricity Bill Payment', 'Cheque Payment']",True,30
GIME000102,46-55,Kaski,585,10,Savings,62703.43603363939,True,iPad,iOS,Brave,7777.3864470518365,15,Self-employed,"['Water Bill Payment', 'Wallet Load - IME Pay', 'Branch Deposit', 'QR Payment']",True,39
GIME000103,36-45,Janakpur,823,7,Savings,29368.47506259684,True,Desktop,Linux,Firefox,4361.270330584272,11,Employed,"['Cheque Deposit', 'ATM Withdrawal', 'School Fee Payment', 'Mobile Banking Bill Payment', 'Water Bill Payment', 'Outward Remittance', 'Interest Credit', 'Insurance Premium Payment']",True,16
GIME000104,36-45,Birgunj,769,6,Savings,34807.623179033806,True,Laptop,Linux,Brave,6171.5609827983735,22,Self-employed,"['Cheque Payment', 'Branch Withdrawal', 'Inward Remittance', 'Electricity Bill Payment', 'Hotel Booking Payment']",True,28
GIME000105,46-55,Biratnagar,527,1,Premium,121909.65693022641,True,Desktop,macOS,Opera,44134.58388584946,29,Student,"['Internet Bill Payment', 'Wallet Load - Khalti', 'QR Payment', 'Mobile Banking Bill Payment']",True,23
